id,scale,size,word,kind,keyWidth
1,1x1,1,the,FirstKey,0.127549
1,1x1,1,the,LastKey,0.330128
1,1x1,1,the,Average,0.231055
1,1x1,1,quick,FirstKey,0.610617
1,1x1,1,quick,LastKey,0.94332
1,1x1,1,quick,Average,0.441929
1,1x1,1,brown,FirstKey,0.562439
1,1x1,1,brown,LastKey,0.661708
1,1x1,1,brown,Average,0.504649
1,1x1,1,fox,FirstKey,1.70286
1,1x1,1,fox,LastKey,0.295406
1,1x1,1,fox,Average,0.897636
1,1x1,1,jumps,FirstKey,0.225053
1,1x1,1,jumps,LastKey,0.404272
1,1x1,1,jumps,Average,0.616185
1,1x1,1,over,FirstKey,0.549809
1,1x1,1,over,LastKey,0.664279
1,1x1,1,over,Average,0.469038
1,1x1,1,the,FirstKey,0.904911
1,1x1,1,the,LastKey,0.343954
1,1x1,1,the,Average,0.412028
1,1x1,1,lazy,FirstKey,1.10157
1,1x1,1,lazy,LastKey,0.802282
1,1x1,1,lazy,Average,0.930761
1,1x1,1,dog,FirstKey,0.629239
1,1x1,1,dog,LastKey,0.618029
1,1x1,1,dog,Average,0.639968
1,1x1,1,you,FirstKey,0.36538
1,1x1,1,you,LastKey,0.333767
1,1x1,1,you,Average,0.227367
1,1x1,1,must,FirstKey,0.916814
1,1x1,1,must,LastKey,0.197483
1,1x1,1,must,Average,0.576883
1,1x1,1,be,FirstKey,0.031617
1,1x1,1,be,LastKey,0.231641
1,1x1,1,be,Average,0.171916
1,1x1,1,getting,FirstKey,0.435415
1,1x1,1,getting,LastKey,0.598293
1,1x1,1,getting,Average,0.341798
1,1x1,1,old,FirstKey,0.973829
1,1x1,1,old,LastKey,0.469791
1,1x1,1,old,Average,0.514658
1,1x1,1,the,FirstKey,0.233454
1,1x1,1,the,LastKey,0.472744
1,1x1,1,the,Average,0.383074
1,1x1,1,five,FirstKey,0.349196
1,1x1,1,five,LastKey,0.508024
1,1x1,1,five,Average,0.450378
1,1x1,1,boxing,FirstKey,0.693522
1,1x1,1,boxing,LastKey,0.435409
1,1x1,1,boxing,Average,0.63713
1,1x1,1,wizards,FirstKey,0.900384
1,1x1,1,wizards,LastKey,0.465149
1,1x1,1,wizards,Average,1.16576
1,1x1,1,jump,FirstKey,0.701578
1,1x1,1,jump,LastKey,0.384621
1,1x1,1,jump,Average,0.678434
1,1x1,1,quickly,FirstKey,0.671383
1,1x1,1,quickly,LastKey,0.966706
1,1x1,1,quickly,Average,0.937991
1,1x1,1,we,FirstKey,0.0110225
1,1x1,1,we,LastKey,1.47163
1,1x1,1,we,Average,0.791847
1,1x1,1,run,FirstKey,0.629297
1,1x1,1,run,LastKey,0.130371
1,1x1,1,run,Average,0.526392
1,1x1,1,the,FirstKey,1.37223
1,1x1,1,the,LastKey,0.14753
1,1x1,1,the,Average,0.511855
1,1x1,1,risk,FirstKey,0.902154
1,1x1,1,risk,LastKey,0.373069
1,1x1,1,risk,Average,0.319122
1,1x1,1,of,FirstKey,0.476157
1,1x1,1,of,LastKey,0.462327
1,1x1,1,of,Average,0.354617
1,1x1,1,failure,FirstKey,0.519141
1,1x1,1,failure,LastKey,0.371268
1,1x1,1,failure,Average,0.73607
1,1x1,1,the,FirstKey,0.633901
1,1x1,1,the,LastKey,0.13368
1,1x1,1,the,Average,0.452371
1,1x1,1,force,FirstKey,0.419392
1,1x1,1,force,LastKey,0.227829
1,1x1,1,force,Average,0.81172
1,1x1,1,is,FirstKey,0.815867
1,1x1,1,is,LastKey,0.391257
1,1x1,1,is,Average,0.935766
1,1x1,1,with,FirstKey,0.65224
1,1x1,1,with,LastKey,0.0910907
1,1x1,1,with,Average,0.371249
1,1x1,1,you,FirstKey,0.602337
1,1x1,1,you,LastKey,0.363649
1,1x1,1,you,Average,0.441048
1,1x1,1,love,FirstKey,0.239155
1,1x1,1,love,LastKey,0.269
1,1x1,1,love,Average,0.643392
1,1x1,1,means,FirstKey,1.17512
1,1x1,1,means,LastKey,0.383928
1,1x1,1,means,Average,0.915406
1,1x1,1,many,FirstKey,0.851944
1,1x1,1,many,LastKey,0.605439
1,1x1,1,many,Average,0.639113
1,1x1,1,things,FirstKey,0.733641
1,1x1,1,things,LastKey,0.386296
1,1x1,1,things,Average,0.468029
1,1x1,1,time,FirstKey,0.898506
1,1x1,1,time,LastKey,0.0656267
1,1x1,1,time,Average,0.561302
1,1x1,1,to,FirstKey,0.872493
1,1x1,1,to,LastKey,0.707667
1,1x1,1,to,Average,0.754064
1,1x1,1,go,FirstKey,1.0059
1,1x1,1,go,LastKey,0.525183
1,1x1,1,go,Average,0.73662
1,1x1,1,shopping,FirstKey,1.36276
1,1x1,1,shopping,LastKey,0.372759
1,1x1,1,shopping,Average,0.769095
1,1x1,1,please,FirstKey,4.69334
1,1x1,1,please,LastKey,0.457262
1,1x1,1,please,Average,1.8327
1,1x1,1,provide,FirstKey,0.889433
1,1x1,1,provide,LastKey,0.302775
1,1x1,1,provide,Average,0.574522
1,1x1,1,your,FirstKey,0.835016
1,1x1,1,your,LastKey,0.0172549
1,1x1,1,your,Average,0.473802
1,1x1,1,date,FirstKey,0.78951
1,1x1,1,date,LastKey,0.32585
1,1x1,1,date,Average,0.554187
1,1x1,1,of,FirstKey,1.20562
1,1x1,1,of,LastKey,0.318219
1,1x1,1,of,Average,0.781534
1,1x1,1,birth,FirstKey,0.592751
1,1x1,1,birth,LastKey,0.460738
1,1x1,1,birth,Average,0.66456
1,1x1,1,my,FirstKey,0.0979713
1,1x1,1,my,LastKey,0.779769
1,1x1,1,my,Average,0.413627
1,1x1,1,favorite,FirstKey,0.125865
1,1x1,1,favorite,LastKey,0.300213
1,1x1,1,favorite,Average,0.630754
1,1x1,1,place,FirstKey,0.582267
1,1x1,1,place,LastKey,0.623758
1,1x1,1,place,Average,0.769544
1,1x1,1,to,FirstKey,0.865143
1,1x1,1,to,LastKey,0.311505
1,1x1,1,to,Average,0.577299
1,1x1,1,visit,FirstKey,0.657554
1,1x1,1,visit,LastKey,0.660977
1,1x1,1,visit,Average,0.50816
1,1x1,1,the,FirstKey,0.421433
1,1x1,1,the,LastKey,0.710537
1,1x1,1,the,Average,0.382144
1,1x1,1,world,FirstKey,0.226261
1,1x1,1,world,LastKey,0.557029
1,1x1,1,world,Average,0.728736
1,1x1,1,is,FirstKey,0.644842
1,1x1,1,is,LastKey,0.89581
1,1x1,1,is,Average,0.773275
1,1x1,1,stage,FirstKey,0.762198
1,1x1,1,stage,LastKey,0.33542
1,1x1,1,stage,Average,0.65237
1,1x1,0.75,breathing,FirstKey,0.81397
1,1x1,0.75,breathing,LastKey,0.0804236
1,1x1,0.75,breathing,Average,0.51253
1,1x1,0.75,is,FirstKey,0.139568
1,1x1,0.75,is,LastKey,0.349958
1,1x1,0.75,is,Average,0.220692
1,1x1,0.75,difficult,FirstKey,0.588418
1,1x1,0.75,difficult,LastKey,0.58289
1,1x1,0.75,difficult,Average,0.588785
1,1x1,0.75,the,FirstKey,0.68146
1,1x1,0.75,the,LastKey,0.547276
1,1x1,0.75,the,Average,0.506696
1,1x1,0.75,five,FirstKey,0.439108
1,1x1,0.75,five,LastKey,0.508613
1,1x1,0.75,five,Average,0.329994
1,1x1,0.75,boxing,FirstKey,0.316617
1,1x1,0.75,boxing,LastKey,0.611129
1,1x1,0.75,boxing,Average,0.500703
1,1x1,0.75,wizards,FirstKey,0.783163
1,1x1,0.75,wizards,LastKey,0.391614
1,1x1,0.75,wizards,Average,0.799122
1,1x1,0.75,jump,FirstKey,0.836016
1,1x1,0.75,jump,LastKey,0.676176
1,1x1,0.75,jump,Average,0.534087
1,1x1,0.75,quickly,FirstKey,0.77334
1,1x1,0.75,quickly,LastKey,0.299603
1,1x1,0.75,quickly,Average,0.671197
1,1x1,0.75,one,FirstKey,0.0586873
1,1x1,0.75,one,LastKey,0.494716
1,1x1,0.75,one,Average,0.453873
1,1x1,0.75,heck,FirstKey,0.728134
1,1x1,0.75,heck,LastKey,0.159638
